Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,43197,1,1,58,139,58,58,58.0,0.0,139,139,139.0,0.0,4560.501887,46.29951154,43197.0,0.0,43197,43197,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,23.14975577,23.14975577,58,139,85.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,127.5,58.0,139.0,20,0,0,0,0,0,0,1,58,1,139,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,2210,2,2,100,228,50,50,50.0,0.0,114,114,114.0,0.0,148416.2896,1809.954751,736.6666667,1269.882016,2203,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,904.9773756,904.9773756,50,114,75.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,94.5,50.0,114.0,40,0,0,0,0,0,0,2,100,2,228,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,74788278,14,11,1365,2400,435,0,97.5,182.9139142,796,0,218.1818182,371.1177221,50.34211377,0.334276984,3116178.25,4458353.033,9996130,124,74800000,5752944.462,4682899.928,10000000,395,67600000,6755132.9,4686543.131,10000000,505,0,0,0,0,292,292,0.187195111,0.147081873,0,796,144.8076923,277.3989213,76950.16154,0,0,0,1,0,0,0,0,0,150.6,97.5,218.1818182,292,0,0,0,0,0,0,14,1365,11,2400,8192,292,13,20,111832.75,107533.7772,269555,34416,9236702.0,1039629.064,9996130,7202444,BENIGN
44809,38,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,315789.4737,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26315.78947,26315.78947,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31,1403,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24184,2,2,78,276,39,39,39.0,0.0,138,138,138.0,0.0,14637.77704,165.3986107,8061.333333,13957.44276,24178,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,82.69930533,82.69930533,39,138,78.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,98.25,39.0,138.0,64,0,0,0,0,0,0,2,78,2,276,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,41918541,10,9,868,3540,434,0,86.8,182.9904673,1770,0,393.3333333,780.4966368,105.1563317,0.45326005,2328807.833,4060047.314,10200000,34,34600000,3839227.111,4913473.962,10200000,75,41900000,5234905.25,4803613.544,10200000,1596,0,0,0,0,328,304,0.238557921,0.214702129,0,1770,220.4,546.326912,298473.0947,0,0,0,1,0,0,0,0,0,232.0,86.8,393.3333333,328,0,0,0,0,0,0,10,868,9,3540,29200,972,2,32,1360815.0,2288388.141,4003218,39347,10200000.0,75387.41755,10200000,10100000,BENIGN
53,247,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,1651821.862,16194.33198,82.33333333,58.60318535,150,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,8097.165992,8097.165992,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,40,0,0,0,0,0,0,2,76,2,332,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56123,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
63258,43,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,1930232.558,69767.44186,21.5,23.33452378,38,5,43,21.5,23.33452378,38,5,0,0.0,0.0,0,0,1,0,0,0,60,0,69767.44186,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,0,0,0,0,0,0,3,83,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2383,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,254,2,2,66,176,33,33,33.0,0.0,88,88,88.0,0.0,952755.9055,15748.0315,84.66666667,142.324746,249,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,7874.015748,7874.015748,33,88,55.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,68.75,33.0,88.0,64,0,0,0,0,0,0,2,66,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53272,96,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52083.33333,24.0,25.98717632,47,1,96,24.0,25.98717632,47,1,0,0.0,0.0,0,0,0,0,0,0,160,0,52083.33333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,385,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10142326,7,9,1009,4801,453,0,144.1428571,189.4099862,1460,0,533.4444444,646.5172293,572.8468992,1.577547399,676155.0667,2514396.939,9763316,4,379010,63168.33333,85582.21862,223159,3441,10100000,1264881.0,3513595.853,9960234,48,0,0,0,0,152,188,0.690176987,0.887370412,0,1460,341.7647059,517.2032397,267499.1912,0,0,0,1,0,0,0,0,1,363.125,144.1428571,533.4444444,152,0,0,0,0,0,0,7,1009,9,4801,8192,5371,6,20,379010.0,0.0,379010,379010,9763316.0,0.0,9763316,9763316,BENIGN
212,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115717312,16,14,519,802,435,0,32.4375,107.3604327,796,0,57.28571429,212.6226085,11.41575083,0.259252479,3990252.138,4861321.817,9996444,68,116000000,7714487.467,4123368.1,10000000,103,110000000,8489706.538,3759936.085,10000000,919,0,0,0,0,332,424,0.138267989,0.12098449,0,796,42.61290323,159.905113,25569.64516,0,0,0,1,0,0,0,0,0,44.03333333,32.4375,57.28571429,332,0,0,0,0,0,0,16,519,14,802,8192,288,15,20,55618.27273,69984.7445,266630,34384,9977677.455,58777.70609,9996444,9800587,BENIGN
443,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119651791,19,21,1256,5403,240,0,66.10526316,80.25438357,1460,0,257.2857143,461.3620209,55.65315775,0.334303395,3067994.641,11100000.0,58000000,3,120000000,6647321.722,15900000.0,58100000,4,120000000,5981341.8,15200000.0,58000000,3,0,0,0,0,392,432,0.158794113,0.175509283,0,1460,162.4146341,345.1324366,119116.3988,0,0,0,1,0,0,0,0,1,166.475,66.10526316,257.2857143,392,0,0,0,0,0,0,19,1256,21,5403,8192,74,18,20,1102900.0,1712218.136,3077366,27327,38800000.0,16700000.0,58000000,28600000,BENIGN
53,294980,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,664.4518272,13.56024137,98326.66667,170263.4827,294930,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,80,64,6.780120686,6.780120686,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,80,0,0,0,0,0,0,2,82,2,114,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63600,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,228969,1,1,6,31,6,6,6.0,0.0,31,31,31.0,0.0,161.5939276,8.734806895,228969.0,0.0,228969,228969,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,4.367403448,4.367403448,6,31,14.33333333,14.43375673,208.3333333,1,0,0,0,0,0,0,0,1,21.5,6.0,31.0,20,0,0,0,0,0,0,1,6,1,31,0,939,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,206,2,2,110,232,55,55,55.0,0.0,116,116,116.0,0.0,1660194.175,19417.47573,68.66666667,113.738003,200,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9708.737864,9708.737864,55,116,79.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,99.25,55.0,116.0,64,0,0,0,0,0,0,2,110,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5697,55,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,327272.7273,54545.45455,27.5,28.99137803,48,7,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,20,40,18181.81818,36363.63636,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,245,250,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,185,2,2,76,140,38,38,38.0,0.0,70,70,70.0,0.0,1167567.568,21621.62162,61.66666667,100.7488627,178,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,10810.81081,10810.81081,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38.0,70.0,40,0,0,0,0,0,0,2,76,2,140,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62867,2,2,66,210,33,33,33.0,0.0,105,105,105.0,0.0,4390.220624,63.62638586,20955.66667,36213.14095,62771,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,64,40,31.81319293,31.81319293,33,105,61.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,77.25,33.0,105.0,64,0,0,0,0,0,0,2,66,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59303,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,2748.596192,33.72510666,59303.0,0.0,59303,59303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.86255333,16.86255333,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,56,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,214285.7143,35714.28571,56.0,0.0,56,56,56,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0,0,0,40,0,35714.28571,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95025,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.04709287,95025.0,0.0,95025,95025,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.52354644,10.52354644,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115466745,16,13,486,493,402,0,30.375,99.11130107,425,2,37.92307692,116.3073955,8.478631661,0.251154564,4123812.321,5000130.771,10200000,85,115000000,7697783.0,4391630.266,10200000,36343,113000000,9386100.5,2929009.066,10200000,85624,0,0,0,0,340,264,0.138568035,0.112586529,0,425,32.63333333,103.5882044,10730.51609,0,0,0,1,0,0,0,0,0,33.75862069,30.375,37.92307692,340,0,0,0,0,0,0,16,486,13,493,29200,8190,15,20,44260.81818,25774.38013,121962,36123,10200000.0,27816.97231,10200000,10100000,BENIGN
554,54,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,296296.2963,74074.07407,18.0,25.98076211,48,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,48,40,37037.03704,37037.03704,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,79492070,41,39,14666,234,1460,6,357.7073171,472.2611695,6,6,6.0,0.0,187.4400805,1.006389694,1006228.734,6506653.616,55100000,1,79500000,1987290.55,9092648.59,55100000,3,79500000,2091882.921,9323046.481,55100000,1,1,0,0,0,820,780,0.515774718,0.490614976,6,1460,184.6419753,377.6637826,142629.9327,0,1,0,0,1,0,0,0,0,186.95,357.7073171,6.0,820,0,0,0,0,0,0,41,14666,39,234,255,1452,40,20,2774772.5,3121181.353,4981781,567764,36700000.0,26000000.0,55100000,18300000,Infiltration
53,463,1,1,57,138,57,57,57.0,0.0,138,138,138.0,0.0,421166.3067,4319.654428,463.0,0.0,463,463,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,2159.827214,2159.827214,57,138,84.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,126.0,57.0,138.0,20,0,0,0,0,0,0,1,57,1,138,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7007,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,42664070,5,6,141,291,93,0,28.2,38.8612918,267,0,48.5,107.0696035,10.12561624,0.257828191,4266407.0,13400000.0,42400000,29,255908,63977.0,94867.03992,201415,609,42700000,8532630.2,18900000.0,42400000,595,0,0,0,0,112,132,0.117194632,0.140633559,0,267,36.0,77.39978858,5990.727273,0,0,0,1,0,0,0,0,1,39.27272727,28.2,48.5,112,0,0,0,0,0,0,5,141,6,291,8192,229,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
444,119995180,1819,1817,489184,10902,1271,6,268.9301814,265.6506388,6,6,6.0,0.0,4167.55073,30.3012171,33011.05365,583232.1056,33200000,3,120000000,66003.94939,824243.9552,33300000,91,120000000,66067.39537,823984.1491,33200000,476,0,0,0,0,36380,36340,15.15894222,15.14227488,6,1271,137.5012373,229.2879261,52572.95304,0,0,0,0,1,0,0,0,0,137.5390539,268.9301814,6.0,36380,0,0,0,0,0,0,1819,489184,1817,10902,3294,3294,1818,20,5863632.333,4482321.645,9355307,809115,14700000.0,16100000.0,33200000,5108213,Infiltration
443,7311486,8,8,1087,4476,533,0,135.875,203.134324,1460,0,559.5,615.1566583,760.8576423,2.188337638,487432.4,1273612.042,4928795,40,7311486,1044498.0,1766736.876,4928992,180395,7130934,1018704.857,1815088.781,5000174,203,0,0,0,0,172,172,1.094168819,1.094168819,0,1460,327.2352941,485.3720904,235586.0662,0,0,0,1,0,0,0,0,1,347.6875,135.875,559.5,172,0,0,0,0,0,0,8,1087,8,4476,8192,140,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,24006815,35,35,13418,210,1460,6,383.3714286,499.5694079,6,6,6.0,0.0,567.6721381,2.91583869,347924.8551,2264259.724,18500000,0,24000000,706071.1176,3210073.627,18500000,3,24000000,706060.5588,3210093.825,18500000,0,1,0,0,0,700,700,1.457919345,1.457919345,6,1460,192.4507042,396.4548898,157176.4797,0,1,0,0,1,0,0,0,1,195.2,383.3714286,6.0,700,0,0,0,0,0,0,35,13418,35,210,255,1428,34,20,4963369.0,0.0,4963369,4963369,18500000.0,0.0,18500000,18500000,Infiltration
53,61954245,2,2,105,327,57,48,52.5,6.363961031,254,73,163.5,127.9863274,6.972887814,0.064563776,20700000.0,35700000.0,61900000,41105,61900000,61900000.0,0.0,61900000,61900000,61900000,61900000.0,0.0,61900000,61900000,0,0,0,0,64,72,0.032281888,0.032281888,48,254,97.8,87.78211663,7705.7,0,0,0,0,0,0,0,0,1,122.25,52.5,163.5,64,0,0,0,0,0,0,2,105,2,327,-1,-1,1,32,41105.0,0.0,41105,41105,61900000.0,0.0,61900000,61900000,BENIGN
49160,124,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,129032.2581,32258.06452,41.33333333,34.48671242,72,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,48,40,16129.03226,16129.03226,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,449785,2,2,62,218,31,31,31.0,0.0,109,109,109.0,0.0,622.5196483,8.893137833,149928.3333,259641.9227,449737,0,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,64,40,4.446568916,4.446568916,31,109,62.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,77.75,31.0,109.0,64,0,0,0,0,0,0,2,62,2,218,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10352712,8,8,824,7366,445,0,103.0,161.0740735,2430,0,920.75,957.3219715,791.0970575,1.545488757,690180.8,2561275.108,9947644,3,405065,57866.42857,41292.87033,99045,455,10300000,1465260.0,3763667.406,9999437,3,0,0,0,0,172,172,0.772744378,0.772744378,0,2430,481.7647059,771.2949768,594895.9412,0,0,0,1,0,0,0,0,1,511.875,103.0,920.75,172,0,0,0,0,0,0,8,824,8,7366,8192,11,7,20,405065.0,0.0,405065,405065,9947644.0,0.0,9947644,9947644,BENIGN
53,260,2,2,70,350,35,35,35.0,0.0,175,175,175.0,0.0,1615384.615,15384.61538,86.66666667,148.3790192,258,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7692.307692,7692.307692,35,175,91.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,113.75,35.0,175.0,64,0,0,0,0,0,0,2,70,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,66695827,32,34,11898,460,1460,0,371.8125,505.3550293,267,0,13.52941176,44.79937452,185.2889537,0.989567158,1026089.646,5280456.166,37000000,2,66700000,2151464.935,7548995.503,37000000,4,66700000,2021070.818,7327578.027,37000000,2,0,0,0,0,652,692,0.479790137,0.509777021,0,1460,184.4477612,391.8442905,153541.948,0,0,0,1,0,0,0,0,1,187.2424242,371.8125,13.52941176,652,0,0,0,0,0,0,32,11898,34,460,8192,492,31,20,376331.0,362570.0288,730747,6123,21700000.0,14900000.0,37000000,7268675,Infiltration
32778,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15187,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,790.1494699,131.6915783,15187.0,0.0,15187,15187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,65.84578916,65.84578916,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,902,32,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,20,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,600000.0,100000.0,20.0,0.0,20,20,20,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0,0,0,40,0,100000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,538,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
1112,92,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,173913.0435,43478.26087,30.66666667,47.92007234,86,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,48,40,21739.13043,21739.13043,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35367,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,83483,5,3,550,661,532,0,110.0,235.9194778,653,2,220.3333333,374.7056623,14505.94732,95.8278931,11926.14286,18142.14057,38410,52,83483,20870.75,20912.41699,39425,161,39610,19805.0,26646.61194,38647,963,0,0,0,0,120,64,59.89243319,35.93545991,0,653,134.5555556,261.3986951,68329.27778,0,0,0,1,0,0,0,0,0,151.375,110.0,220.3333333,120,0,0,0,0,0,0,5,550,3,661,29200,8190,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
26214,69,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,231884.058,57971.01449,23.0,23.57965225,49,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,48,40,28985.50725,28985.50725,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54799,5016,29,1,58406,6,2920,6,2014.0,819.2494823,6,6,6.0,0.0,11600000.0,5980.861244,172.9655172,64.0588361,234,1,5016,179.1428571,64.88549132,251,1,0,0.0,0.0,0,0,0,0,0,0,580,20,5781.499203,199.3620415,6,2920,1931.354839,874.0708418,763999.8366,0,0,0,0,1,0,0,0,0,1995.733333,2014.0,6.0,580,0,0,0,0,0,0,29,58406,1,6,62,0,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,337911,1,1,44,167,44,44,44.0,0.0,167,167,167.0,0.0,624.4247746,5.918718242,337911.0,0.0,337911,337911,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2.959359121,2.959359121,44,167,85.0,71.01408311,5043.0,0,0,0,0,0,0,0,0,1,127.5,44.0,167.0,20,0,0,0,0,0,0,1,44,1,167,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
880,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30779,1,1,52,84,52,52,52.0,0.0,84,84,84.0,0.0,4418.597095,64.97936905,30779.0,0.0,30779,30779,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.48968453,32.48968453,52,84,62.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,94.0,52.0,84.0,20,0,0,0,0,0,0,1,52,1,84,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5235505,9,6,350,3597,193,0,38.88888889,71.12918607,1416,0,599.5,659.897492,753.8909809,2.865053132,373964.6429,1264672.368,4765070,5,5235505,654438.125,1661810.111,4765070,15,340432,68086.4,100071.9308,223406,49,0,0,0,0,296,200,1.719031879,1.146021253,0,1416,246.6875,477.0838806,227609.0292,0,0,0,1,0,0,0,0,0,263.1333333,38.88888889,599.5,296,0,0,0,0,0,0,9,350,6,3597,29200,230,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
