src_ip,dst_ip,protocol,flow_duration,total_fwd_packets,total_bwd_packets,packet_length_mean,flow_bytes_s,flow_packets_s,fwd_iat_mean,bwd_iat_mean,timestamp,label
192.168.1.40,10.0.0.26,UDP,406345,167,96,1495.0580841226727,156168.47273273108,396.65754743567874,47300.16366475905,14934.9005067229,2023-01-01 00:08:54,SQLInjection
192.168.1.10,10.0.0.4,TCP,22590,433,345,1128.6774444578837,43079.45317717871,1487.0320228145843,35595.47521832282,5963.12632105174,2023-01-01 00:08:55,BENIGN
192.168.1.43,10.0.0.18,TCP,832407,477,103,970.6327662989082,143155.5465564967,320.75119914346504,37083.30277501571,20454.39265227021,2023-01-01 00:08:56,BENIGN
192.168.1.44,10.0.0.6,TCP,494180,82,402,539.3815683967849,160030.87614947915,1037.3970391727437,24970.72866445085,1426.8961770707174,2023-01-01 00:08:57,SQLInjection
192.168.1.29,10.0.0.35,ICMP,792399,428,463,83.24963544102175,69286.83743240077,446.0077492742155,23736.914535738902,10553.583407453263,2023-01-01 00:08:58,BENIGN
192.168.1.13,10.0.0.22,TCP,605208,72,224,56.27474529238186,34604.56166916468,1908.4850250405257,5501.95212833084,21624.736310257118,2023-01-01 00:08:59,Malware
192.168.1.12,10.0.0.43,TCP,361759,310,6,835.7300706187102,626.1679003596772,2848.536799785746,27992.494938104002,20930.84067841008,2023-01-01 00:09:00,BruteForce
192.168.1.31,10.0.0.15,TCP,271365,479,122,1145.428754348186,90235.64025332032,2990.20457711285,12346.577838944413,2215.727254418623,2023-01-01 00:09:01,BENIGN
192.168.1.46,10.0.0.22,ICMP,1639,254,236,810.6949937613441,70551.30303461444,1126.3481563582475,48857.28949468749,29453.418616111037,2023-01-01 00:09:02,Infiltration
192.168.1.2,10.0.0.37,UDP,410343,162,427,1262.7697571892807,111026.47578169925,1797.4388987067223,39829.250419817356,27484.66310840596,2023-01-01 00:09:03,BENIGN
192.168.1.35,10.0.0.42,TCP,389646,327,116,59.805534308900235,37689.414408498276,2568.9466929187197,20650.190017584187,3906.137096741621,2023-01-01 00:09:04,BENIGN
192.168.1.23,10.0.0.12,UDP,860761,420,163,556.4605938746507,171947.1429785284,353.26875631635556,7567.91159331796,47158.209459969505,2023-01-01 00:09:05,BruteForce
192.168.1.17,10.0.0.47,ICMP,312679,402,226,363.2348828495253,51625.26760405912,2069.003668744843,39266.79922524806,4970.039564764055,2023-01-01 00:09:06,WebAttack
192.168.1.26,10.0.0.49,ICMP,515684,38,230,676.4367225541118,45363.27805702123,1227.1221415134796,6103.5663002987185,42741.852727715566,2023-01-01 00:09:07,DDoS
192.168.1.8,10.0.0.42,ICMP,64065,443,182,117.8408258592425,96194.73989122275,619.232334680212,9467.498341100027,16.486286018381975,2023-01-01 00:09:08,BENIGN
192.168.1.29,10.0.0.38,ICMP,515349,393,249,1431.656145940898,99820.31964648042,1208.8581026235786,10576.814366693627,44114.17247117411,2023-01-01 00:09:09,BENIGN
192.168.1.26,10.0.0.18,UDP,373292,201,318,342.65054759334777,43095.53723414006,228.80490060778564,27844.975023016446,986.9668904834235,2023-01-01 00:09:10,BENIGN
192.168.1.10,10.0.0.45,TCP,882976,494,453,1384.2385854705412,54444.95927251056,2086.526038619328,39353.04564286432,37890.84378257391,2023-01-01 00:09:11,BENIGN
192.168.1.26,10.0.0.35,ICMP,332166,200,210,644.5808010046559,34024.07730713346,758.9752635766108,15716.429621355886,18085.178874201345,2023-01-01 00:09:12,BENIGN
192.168.1.34,10.0.0.30,ICMP,97899,255,144,1478.430958550275,143720.18964680104,934.9055294895891,4234.406043950195,36911.101790015855,2023-01-01 00:09:13,PortScan
192.168.1.41,10.0.0.24,UDP,94048,179,392,835.546991355714,154040.79734769097,364.12281342614676,23227.458637757434,20087.8585260435,2023-01-01 00:09:14,Infiltration
192.168.1.7,10.0.0.42,UDP,476155,35,345,1396.9409676219532,92519.4666421106,2594.1126825557853,37405.763947755615,3546.325208669755,2023-01-01 00:09:15,BENIGN
192.168.1.4,10.0.0.30,ICMP,143414,82,96,17.96999315439204,142845.995834735,1480.839393568933,11083.970490526328,38375.56726307281,2023-01-01 00:09:16,BENIGN
192.168.1.45,10.0.0.14,TCP,248199,389,382,1124.875821209541,147213.48484829537,1716.8684864814145,10997.007477420671,3563.5630133829272,2023-01-01 00:09:17,WebAttack
192.168.1.11,10.0.0.6,TCP,795479,398,346,1355.545473122748,27741.277982793938,1708.728616601469,47361.404140308194,46106.09967762494,2023-01-01 00:09:18,BruteForce
192.168.1.29,10.0.0.3,ICMP,767710,220,244,218.18364479864158,193238.9871644239,1232.0688505094838,47707.732202231775,2549.650815547277,2023-01-01 00:09:19,Heartbleed
192.168.1.36,10.0.0.16,UDP,726926,158,86,153.22751908090572,164224.28622457656,578.3972163989803,49523.296137346755,23966.784563298002,2023-01-01 00:09:20,BENIGN
192.168.1.25,10.0.0.7,ICMP,759166,4,415,642.6131847070739,40976.24389304512,2235.6531127467015,40383.17241913743,36151.99850810893,2023-01-01 00:09:21,BENIGN
192.168.1.21,10.0.0.14,ICMP,255921,167,491,1401.1815701380733,37314.39064563944,382.04173980766535,9410.02027422811,19662.929993137095,2023-01-01 00:09:22,DDoS
192.168.1.36,10.0.0.9,UDP,717276,468,394,818.1559746837537,25219.66300135859,312.5174970461527,10599.864058442268,10862.456496147142,2023-01-01 00:09:23,PortScan
192.168.1.10,10.0.0.15,ICMP,311029,448,184,795.910130945381,27761.874652129485,2130.7249677519135,17011.921850878076,37954.788978839955,2023-01-01 00:09:24,BENIGN
192.168.1.37,10.0.0.21,ICMP,787039,409,121,220.27791626598957,149657.54362583638,627.3022243354994,15907.30843414321,39214.950944731536,2023-01-01 00:09:25,DDoS
192.168.1.9,10.0.0.35,ICMP,460288,412,332,11.176371528895992,93983.88596462955,921.0114813071442,47826.43092615138,46134.82650273441,2023-01-01 00:09:26,BENIGN
192.168.1.24,10.0.0.2,UDP,682611,204,92,1217.1087352107372,156608.54113069945,1426.207173538219,39453.910070101796,18808.879356443453,2023-01-01 00:09:27,BENIGN
192.168.1.35,10.0.0.27,TCP,11718,194,70,140.48609884949497,149276.35338060607,1348.604598871909,36200.71559928553,25313.080473131846,2023-01-01 00:09:28,PortScan
192.168.1.49,10.0.0.2,TCP,336530,235,404,954.4362299156327,120962.0814296938,2126.0287960699325,9298.975239682533,18157.059013860755,2023-01-01 00:09:29,BENIGN
192.168.1.35,10.0.0.35,UDP,278366,206,133,1372.7785172276353,137304.68465507805,1870.6719485366395,45476.36844255712,12854.834010746557,2023-01-01 00:09:30,PortScan
192.168.1.48,10.0.0.18,TCP,662814,150,279,320.8913506060622,3769.3093033904443,1933.5440906833153,41393.69110492918,37551.89704391889,2023-01-01 00:09:31,BENIGN
192.168.1.36,10.0.0.14,ICMP,896130,159,137,1001.2565259929971,62424.35159632389,2142.4489376357164,8182.928424554857,16983.252599002757,2023-01-01 00:09:32,BENIGN
192.168.1.18,10.0.0.20,TCP,610824,279,314,127.2608792941891,127600.6536339561,878.5455695429725,43558.64542771666,21408.043950175612,2023-01-01 00:09:33,BENIGN
192.168.1.49,10.0.0.18,ICMP,210548,304,187,909.5951643180433,1968.0562019002157,967.6776020896204,13613.104570987194,20184.27920754377,2023-01-01 00:09:34,BENIGN
192.168.1.39,10.0.0.10,TCP,496019,404,221,254.25826422027208,6692.091042150422,1314.5552459387668,4044.40642185947,35633.34862111165,2023-01-01 00:09:35,BENIGN
192.168.1.32,10.0.0.25,UDP,136209,381,464,1106.5708051676152,170392.4076958296,923.0790569275447,32841.458503403985,45889.863509907875,2023-01-01 00:09:36,PortScan
192.168.1.24,10.0.0.2,TCP,28733,166,438,458.8346292429232,136836.56985224516,2954.8286690436194,32690.579164557148,33338.136309307556,2023-01-01 00:09:37,WebAttack
192.168.1.23,10.0.0.25,TCP,811027,311,46,700.4526031189229,53147.40965075676,2442.3417273378677,4747.505546271339,23579.658222115537,2023-01-01 00:09:38,BENIGN
192.168.1.32,10.0.0.33,TCP,851082,68,278,903.1515076211563,137623.77173972994,494.7994100798327,15943.271595020182,38960.47653182943,2023-01-01 00:09:39,BENIGN
192.168.1.37,10.0.0.36,UDP,212556,463,192,265.19738189269697,158512.08816093873,17.776873489726665,49640.73029831467,32048.925234782753,2023-01-01 00:09:40,Malware
192.168.1.12,10.0.0.31,TCP,298727,88,8,1115.0403497402551,61428.17719370924,129.30702147355632,33921.654923769835,3031.4572455335565,2023-01-01 00:09:41,BENIGN
192.168.1.49,10.0.0.14,UDP,375425,217,379,460.93410754885366,7303.871762087571,732.9462896777328,36504.02825499985,4784.0836573556635,2023-01-01 00:09:42,BENIGN
192.168.1.13,10.0.0.1,ICMP,466689,1,276,996.9340712700027,186562.54702507812,343.7595662247328,10646.651362929679,1896.8092867375929,2023-01-01 00:09:43,BENIGN
192.168.1.23,10.0.0.46,TCP,296313,135,179,245.84174554206675,69101.44967529654,1600.4810065628237,3940.0247681247124,22841.359493989785,2023-01-01 00:09:44,BruteForce
192.168.1.25,10.0.0.16,UDP,138542,185,334,1035.295312217462,21385.704480612803,2574.1276729593483,13845.80758535714,41292.8458635139,2023-01-01 00:09:45,BENIGN
192.168.1.35,10.0.0.46,UDP,644261,351,39,201.000228487588,98422.18859149016,2210.513912518769,12445.670361274404,15654.845384398252,2023-01-01 00:09:46,DDoS
192.168.1.41,10.0.0.3,TCP,72047,140,293,643.7811794422756,153716.71235326034,647.6115801834891,11727.970493301907,19208.62499444099,2023-01-01 00:09:47,BENIGN
192.168.1.30,10.0.0.35,ICMP,170305,106,178,378.3370498709265,44407.298192050075,1198.4984688213317,9638.523340030091,45473.94594128616,2023-01-01 00:09:48,BENIGN
192.168.1.17,10.0.0.41,UDP,751495,133,162,1125.079121647992,53971.061021659334,1524.1747343843015,28738.209777079563,41845.33536238743,2023-01-01 00:09:49,BENIGN
192.168.1.49,10.0.0.6,TCP,95861,108,331,400.4321567152431,48618.72586103677,2430.8073426605033,16405.845688615245,33252.740571015616,2023-01-01 00:09:50,BruteForce
192.168.1.20,10.0.0.25,ICMP,375997,178,374,1323.7587865291405,198335.44326105245,2517.5256877153884,41017.43040736148,13340.922300830473,2023-01-01 00:09:51,PortScan
192.168.1.48,10.0.0.13,UDP,553314,298,104,1338.812114995853,39561.00637273546,2729.24521741142,9198.186944951352,5852.957092939487,2023-01-01 00:09:52,BENIGN
192.168.1.25,10.0.0.34,UDP,886314,358,161,302.6975596819509,115146.49137152819,1528.2265062581225,23231.888916356354,803.9250751830057,2023-01-01 00:09:53,BENIGN
192.168.1.22,10.0.0.8,ICMP,104800,380,287,924.6304580615092,185060.40186722716,2083.129964561153,683.8781634675731,5351.42661954844,2023-01-01 00:09:54,PortScan
192.168.1.13,10.0.0.21,ICMP,336228,396,123,140.69928616274683,29464.62411866807,336.28931333057756,24084.63444043715,14630.529584753514,2023-01-01 00:09:55,Botnet
192.168.1.19,10.0.0.34,TCP,436706,359,54,593.3902784064275,194173.75415375328,1696.3015909019923,2792.855205602843,27589.951388911206,2023-01-01 00:09:56,BENIGN
192.168.1.49,10.0.0.4,TCP,573981,146,428,1072.8493769568956,189500.69915568535,746.8267366039343,48886.19787012031,3200.940137536592,2023-01-01 00:09:57,DDoS
192.168.1.36,10.0.0.25,UDP,862141,450,34,992.5406378063752,176925.94021294668,1295.7189381948067,39529.815840391995,6812.252688144132,2023-01-01 00:09:58,BENIGN
192.168.1.12,10.0.0.15,ICMP,5309,74,242,940.8039974158459,42989.84861386745,1902.5174744118515,24506.083720346134,9054.854034694745,2023-01-01 00:09:59,BENIGN
192.168.1.41,10.0.0.4,ICMP,651088,463,455,430.98588685704095,126847.60569659556,771.7008276234895,4330.281321609334,31599.47266707233,2023-01-01 00:10:00,BENIGN
192.168.1.19,10.0.0.45,ICMP,399849,478,378,573.257174657259,152202.20544495192,157.50298833248647,29622.679594079924,30789.87415920724,2023-01-01 00:10:01,SQLInjection
192.168.1.12,10.0.0.12,UDP,610985,108,113,163.3897556034264,197206.9828464663,31.691335369863783,37938.42877134318,27538.735552881273,2023-01-01 00:10:02,BENIGN
192.168.1.9,10.0.0.32,ICMP,269455,122,318,1081.3440024460656,36166.72203406595,67.45644709802012,9536.67193298426,12525.820733372284,2023-01-01 00:10:03,Botnet
192.168.1.7,10.0.0.32,ICMP,10027,17,23,760.7943072189976,153228.57731390736,26.040862803795214,28410.848831033753,18556.613441245383,2023-01-01 00:10:04,BruteForce
192.168.1.28,10.0.0.28,UDP,732923,196,46,1066.0607921950254,67826.35386842988,331.95481461706856,40710.73070824501,4835.389127170814,2023-01-01 00:10:05,Botnet
192.168.1.14,10.0.0.13,TCP,641721,327,312,380.9258519473404,35207.730467043664,719.2266549958196,38412.62063453817,11323.803727298986,2023-01-01 00:10:06,BENIGN
192.168.1.31,10.0.0.31,TCP,155766,318,135,493.41296066624864,84333.25054864961,664.4433210327153,40149.79790133978,44885.36361840255,2023-01-01 00:10:07,BENIGN
192.168.1.19,10.0.0.14,UDP,730312,297,118,507.98085251757084,158787.7988385084,2960.4029859455104,43966.29192006112,48984.607630044986,2023-01-01 00:10:08,Malware
192.168.1.47,10.0.0.20,ICMP,208885,479,473,48.35619052335214,93023.47576044002,918.7123095216207,46884.167425871354,32383.331622429094,2023-01-01 00:10:09,BruteForce
192.168.1.16,10.0.0.18,UDP,338626,499,189,518.161330517629,107550.8677305894,383.1349292948379,20276.652239021594,45841.24777787898,2023-01-01 00:10:10,WebAttack
192.168.1.5,10.0.0.29,TCP,139105,252,131,1206.92381454187,199032.36609900423,1637.142069959106,28438.88635704134,32137.452278170855,2023-01-01 00:10:11,BENIGN
192.168.1.35,10.0.0.6,TCP,628168,487,422,1346.9747586671103,79881.94898152947,2574.0144087371277,39533.1856427545,1660.7911087873886,2023-01-01 00:10:12,BENIGN
192.168.1.12,10.0.0.32,UDP,565084,119,212,782.1452902975319,123118.61086637704,2034.5030699862377,34857.29355747521,49838.13248673546,2023-01-01 00:10:13,BruteForce
192.168.1.25,10.0.0.29,UDP,196621,162,418,688.6975258766381,73112.31590291283,888.9501853172155,49776.015892990676,4948.516132025059,2023-01-01 00:10:14,BENIGN
192.168.1.21,10.0.0.43,TCP,329860,198,113,55.92868186206168,78617.85070110812,1685.2868632145735,684.8688775811023,34132.40743045159,2023-01-01 00:10:15,DDoS
192.168.1.36,10.0.0.2,UDP,449864,498,44,1320.01446300222,139158.58661373708,2144.853066627027,17757.305632574218,12642.557317536428,2023-01-01 00:10:16,BENIGN
192.168.1.23,10.0.0.23,TCP,157295,486,128,29.38521800455035,187583.6065213672,2184.5853726108594,14052.115285583852,19599.6636642351,2023-01-01 00:10:17,BENIGN
192.168.1.16,10.0.0.19,UDP,401113,45,364,1417.6776195132156,108517.55420341506,1999.9488274377688,13116.530192426564,32297.06330586211,2023-01-01 00:10:18,BENIGN
192.168.1.39,10.0.0.31,UDP,50113,314,158,738.9322105452551,153703.1457968611,2612.5604639020785,11127.26659516179,21824.930978036045,2023-01-01 00:10:19,BENIGN
192.168.1.45,10.0.0.5,UDP,401662,179,273,519.4823954263427,17932.391107511066,2610.446269573969,35456.482916920635,12528.052400497481,2023-01-01 00:10:20,BENIGN
192.168.1.42,10.0.0.19,TCP,216586,382,315,1387.0854679155636,42310.4916826422,1737.230741661603,4238.888904292818,16722.974897729357,2023-01-01 00:10:21,PortScan
192.168.1.39,10.0.0.34,UDP,426988,418,394,46.342579734044136,100476.11501981453,1290.1392509645257,37080.700088332975,17078.064298041892,2023-01-01 00:10:22,BENIGN
192.168.1.14,10.0.0.10,TCP,410969,44,355,876.3230933549398,4100.34355339208,1925.0693163997344,34671.598674971654,47966.235901506174,2023-01-01 00:10:23,BENIGN
192.168.1.31,10.0.0.25,TCP,836088,271,340,827.909461504013,50645.7102546355,2454.817792110019,12540.955820912319,39930.852183156625,2023-01-01 00:10:24,Infiltration
192.168.1.5,10.0.0.2,UDP,763738,78,402,336.7873978049593,103528.51783601072,17.950662418712987,12642.436324474898,22927.980025198525,2023-01-01 00:10:25,BENIGN
192.168.1.35,10.0.0.11,UDP,550528,326,45,649.0422727118138,3090.743531434512,2975.9990300355385,31443.400406639765,9991.846196147864,2023-01-01 00:10:26,BENIGN
192.168.1.23,10.0.0.31,TCP,263428,178,108,981.8733688562177,52982.80261658574,549.4984232152685,38108.79310307841,40550.99449702253,2023-01-01 00:10:27,BruteForce
192.168.1.29,10.0.0.15,TCP,427809,357,219,1093.425483354072,102854.76081322631,1411.2767079942687,43824.40416875519,7859.966397947067,2023-01-01 00:10:28,Infiltration
192.168.1.43,10.0.0.9,ICMP,680306,498,443,11.068119472803875,114672.53467145101,2616.2171747937573,42607.12605315993,10523.900394883029,2023-01-01 00:10:29,BENIGN
192.168.1.11,10.0.0.23,TCP,111461,416,318,1405.9116108356127,185157.76344175555,675.8961567335539,48244.18482519849,18301.303578615716,2023-01-01 00:10:30,BENIGN
192.168.1.18,10.0.0.19,ICMP,677655,451,315,255.14280486529046,129104.5900877965,1430.9088764772491,29069.663381930222,44017.529444403655,2023-01-01 00:10:31,PortScan
192.168.1.47,10.0.0.9,ICMP,792138,3,177,358.0348469913152,83005.68692574576,398.61395836335635,45432.86941145664,6590.201645036879,2023-01-01 00:10:32,BENIGN
192.168.1.12,10.0.0.35,ICMP,397272,214,228,402.57543408383384,186077.20030890027,1185.8338998391896,40425.85514974728,6112.58740853345,2023-01-01 00:10:33,SQLInjection
192.168.1.9,10.0.0.21,UDP,16655,342,191,66.35200346253262,156998.10837922007,532.2292289242146,44733.48654807636,24699.255440274996,2023-01-01 00:10:34,Malware
192.168.1.10,10.0.0.9,UDP,524313,74,471,193.34766414958412,40081.783330438244,1091.5196185646998,582.3184376670463,13821.250644142641,2023-01-01 00:10:35,SSH-Bruteforce
192.168.1.44,10.0.0.28,TCP,614773,51,160,1479.6613851868015,26255.38803362907,1121.0191861613732,48295.18369029868,28436.828354466346,2023-01-01 00:10:36,BENIGN
192.168.1.17,10.0.0.46,ICMP,412006,67,394,479.6729386921562,135194.7459849723,2979.5191980053996,23677.034612161067,22582.38259747649,2023-01-01 00:10:37,BENIGN
192.168.1.38,10.0.0.7,UDP,320746,332,267,181.7986246051835,112020.64479883906,2984.444274882013,39909.35129575257,21748.52035845449,2023-01-01 00:10:38,SSH-Bruteforce
192.168.1.7,10.0.0.16,UDP,255758,93,358,169.41697915018875,157955.75539717186,345.24404970317664,6361.0787627697055,5599.536551379178,2023-01-01 00:10:39,BENIGN
192.168.1.46,10.0.0.16,UDP,442165,176,326,1081.9953518282582,147787.12951072943,2178.1803692057133,19797.65884960289,7053.343462801758,2023-01-01 00:10:40,BENIGN
192.168.1.13,10.0.0.33,UDP,681807,145,379,1283.3073094086349,125079.78561811725,156.18469352763435,13573.761690386526,41054.107793765055,2023-01-01 00:10:41,BruteForce
192.168.1.40,10.0.0.4,UDP,754185,7,489,392.8589262676201,197277.79610861556,91.54585399622869,14583.646866276351,44294.25099584965,2023-01-01 00:10:42,BENIGN
192.168.1.42,10.0.0.4,ICMP,103944,269,190,41.155173379500106,106764.58704907069,316.896348840648,6163.657741924137,11734.941960729626,2023-01-01 00:10:43,BENIGN
192.168.1.9,10.0.0.39,ICMP,91421,376,175,342.40412748358017,22709.840724693793,2896.491485366794,40288.38586331781,5673.911615736928,2023-01-01 00:10:44,Infiltration
192.168.1.27,10.0.0.40,ICMP,835588,322,290,94.20837928716843,165671.88560671607,2822.6497801361975,463.1064867393269,2671.780180053596,2023-01-01 00:10:45,BENIGN
192.168.1.2,10.0.0.17,ICMP,719311,4,484,164.05845557876185,50445.48713290723,582.5895330217606,15625.960343803139,30415.2723894811,2023-01-01 00:10:46,BENIGN
192.168.1.5,10.0.0.37,TCP,98334,138,357,652.9470985729871,155482.69941396927,485.8553343255808,8721.352750277534,35767.94527179778,2023-01-01 00:10:47,BENIGN
192.168.1.29,10.0.0.39,ICMP,474818,231,145,352.57837258383256,191425.70849041027,722.3647244613251,29452.357991476416,18641.126650171074,2023-01-01 00:10:48,PortScan
192.168.1.37,10.0.0.29,UDP,752093,88,232,778.7593590028808,139389.4232414718,1547.1254352313513,12713.365878324577,33984.113698664485,2023-01-01 00:10:49,BENIGN
192.168.1.38,10.0.0.36,ICMP,725671,17,360,387.70569235321364,119246.42917386524,1709.5441914741943,12950.663727950456,35648.22781916075,2023-01-01 00:10:50,BENIGN
192.168.1.19,10.0.0.38,TCP,828382,52,438,1411.400578643392,92131.1965174406,665.5586978879026,24417.41886162194,46767.17872756387,2023-01-01 00:10:51,PortScan
192.168.1.8,10.0.0.39,UDP,471861,134,204,1359.856512210134,72945.5322124811,2270.111741481746,32634.799278006943,3244.617018117527,2023-01-01 00:10:52,WebAttack
192.168.1.48,10.0.0.37,ICMP,290087,211,213,854.5410964655944,70665.64971927006,929.3499550385496,6066.113923553616,9615.39386983076,2023-01-01 00:10:53,BENIGN
192.168.1.45,10.0.0.35,ICMP,324564,325,40,538.0917480612054,127310.90387134715,2766.4718452627017,8776.397111822342,3427.23085386181,2023-01-01 00:10:54,Botnet
192.168.1.1,10.0.0.7,ICMP,554181,480,275,577.908854231756,150279.4960758554,1970.511396663735,12359.490054981286,43399.82867287219,2023-01-01 00:10:55,BENIGN
192.168.1.22,10.0.0.27,UDP,673317,458,323,623.6599018853004,135735.56218993443,1309.6172317165315,48687.43695768391,39629.565414518394,2023-01-01 00:10:56,PortScan
192.168.1.17,10.0.0.28,UDP,19727,393,82,1094.0931899810666,39762.17922859319,2369.9460931068334,19858.227844646073,28732.52888902133,2023-01-01 00:10:57,BENIGN
192.168.1.7,10.0.0.22,TCP,324066,219,181,682.9421033230685,98848.03731068388,2453.9259635139474,29949.905541460692,4184.086839149107,2023-01-01 00:10:58,BENIGN
192.168.1.25,10.0.0.14,UDP,477417,205,499,1286.527620293787,158348.85042939428,872.154335221222,12077.899092986177,13666.344620327327,2023-01-01 00:10:59,BruteForce
192.168.1.45,10.0.0.7,UDP,222733,211,320,1416.7012310362431,95193.24522999235,1019.803916964417,24523.48579834924,14886.694683077787,2023-01-01 00:11:00,BENIGN
192.168.1.4,10.0.0.37,ICMP,318042,277,83,510.55976853461146,107370.99361912522,2807.9295060320815,3706.8846001235165,28037.59905757484,2023-01-01 00:11:01,BENIGN
192.168.1.36,10.0.0.22,UDP,748828,24,303,845.4347772497633,154250.09602934736,495.05837405145246,1738.0725539704247,12902.936657941736,2023-01-01 00:11:02,BENIGN
192.168.1.6,10.0.0.5,ICMP,699576,486,262,151.634239880521,132286.9347223918,127.40910047183966,23437.20760754619,3648.920235783829,2023-01-01 00:11:03,PortScan
192.168.1.31,10.0.0.2,ICMP,337562,4,272,308.6988811718749,81928.04968439028,1362.711912506038,19933.565716633086,36538.384330363115,2023-01-01 00:11:04,BENIGN
192.168.1.19,10.0.0.27,UDP,366430,152,200,626.0639923981386,179093.00096772437,2403.828490830643,6844.879104271692,14954.71150255891,2023-01-01 00:11:05,BENIGN
192.168.1.44,10.0.0.21,TCP,782579,443,240,317.2420466936505,32597.15702582937,2315.2326508259266,34380.383844607764,22619.25647698801,2023-01-01 00:11:06,BENIGN
192.168.1.39,10.0.0.38,TCP,350146,483,402,1316.0751312751893,199103.73807320592,2758.6723561095846,49645.18164147232,6384.204082480285,2023-01-01 00:11:07,BENIGN
192.168.1.27,10.0.0.15,UDP,421873,259,180,245.84652152805614,23858.630437399817,1600.0687924427516,19782.945413014426,40127.612621425586,2023-01-01 00:11:08,BENIGN
192.168.1.10,10.0.0.21,TCP,333578,324,432,688.934624114107,3088.4992237373563,301.0939500280334,31228.307237233807,28277.028314325955,2023-01-01 00:11:09,BENIGN
192.168.1.26,10.0.0.10,ICMP,468479,357,171,912.4918682852148,178014.77833963805,1766.4782340337122,48148.83414228192,45079.37972486693,2023-01-01 00:11:10,BENIGN
192.168.1.19,10.0.0.23,ICMP,368963,168,295,1040.8772231596581,49066.20632235462,2335.4084474452816,41576.917087371316,24774.082681703603,2023-01-01 00:11:11,BENIGN
192.168.1.39,10.0.0.39,UDP,123199,176,177,580.773360892495,145966.95552659951,280.89103268920934,23178.147612910983,47071.342165222166,2023-01-01 00:11:12,SQLInjection
192.168.1.3,10.0.0.5,TCP,733462,310,369,1304.9576123998454,162221.97344892065,518.7995458916716,36874.736733511505,44593.518350861916,2023-01-01 00:11:13,BruteForce
192.168.1.45,10.0.0.1,TCP,698074,291,396,856.795535106109,171811.37956732017,37.85969280585703,6407.62387748595,28823.416363105236,2023-01-01 00:11:14,WebAttack
192.168.1.13,10.0.0.13,ICMP,274964,479,237,664.8665928668522,198319.68770926693,1781.3640857609844,25605.6806693345,46694.738014055016,2023-01-01 00:11:15,BENIGN
192.168.1.28,10.0.0.21,UDP,319852,56,138,110.18854473753456,58878.538036995815,2660.3164414457674,13953.734798719646,16155.114275980319,2023-01-01 00:11:16,SSH-Bruteforce
192.168.1.20,10.0.0.26,TCP,107549,108,327,702.3873079832958,142077.6440512591,2012.3192846902964,8059.023231120158,18282.742493047863,2023-01-01 00:11:17,BENIGN
192.168.1.28,10.0.0.45,UDP,102928,473,366,1232.896402815438,23168.43167033756,2946.1382226853552,21314.61903182049,2274.852087350541,2023-01-01 00:11:18,Malware
192.168.1.8,10.0.0.21,TCP,126713,296,311,925.66611714976,81421.1773422342,190.03792384678493,6551.596707126288,29460.456137285888,2023-01-01 00:11:19,BENIGN
192.168.1.41,10.0.0.18,ICMP,72195,461,129,1249.9220560563863,169609.5414931868,2709.100254369337,34949.5564236161,36096.47657247674,2023-01-01 00:11:20,BENIGN
192.168.1.39,10.0.0.37,ICMP,630312,324,49,746.0773891929654,73594.84340721575,2442.390793872655,22812.545962622724,38676.185992914914,2023-01-01 00:11:21,BENIGN
192.168.1.1,10.0.0.45,UDP,478010,302,164,186.50794059077793,118259.96656906925,943.4103199780153,26557.700483600627,7491.664486019119,2023-01-01 00:11:22,BENIGN
192.168.1.3,10.0.0.32,ICMP,620840,334,277,30.323370295462794,100804.31140055435,2920.606128959918,7319.650557469183,22208.509456552703,2023-01-01 00:11:23,WebAttack
192.168.1.13,10.0.0.36,TCP,87693,141,293,461.7971246107009,129225.7110692978,864.5253067660738,6989.44328301363,8843.983741483687,2023-01-01 00:11:24,BruteForce
192.168.1.28,10.0.0.17,ICMP,691352,155,116,1050.0058025317107,194581.5884386002,2668.024866760827,29171.188347570944,33106.705315363586,2023-01-01 00:11:25,Malware
192.168.1.49,10.0.0.35,UDP,893507,262,24,1187.4872568731237,11241.531747630284,2642.364982645494,49250.50238172449,7898.160674715984,2023-01-01 00:11:26,PortScan
192.168.1.25,10.0.0.49,UDP,339486,273,311,450.6717235842908,114834.90734857578,2273.2151921923146,4813.4329113030435,45208.28003411979,2023-01-01 00:11:27,BENIGN
192.168.1.33,10.0.0.11,UDP,126302,420,25,748.5243421160382,172619.45297213193,1690.8479509647427,14287.285696860497,11532.501648425006,2023-01-01 00:11:28,BENIGN
192.168.1.38,10.0.0.21,TCP,77706,232,391,637.4671676067816,96328.40407851066,360.8882461010473,43473.08636777784,14570.821912145953,2023-01-01 00:11:29,Malware
192.168.1.6,10.0.0.26,TCP,123869,241,127,621.6789486836275,15797.584469720407,1596.3832317549982,3614.5283407495917,42545.46520122783,2023-01-01 00:11:30,DDoS
192.168.1.44,10.0.0.4,TCP,118642,355,234,354.70958266822424,112151.8165481125,1071.0319707091487,43794.4101826262,22923.922039676043,2023-01-01 00:11:31,BruteForce
192.168.1.45,10.0.0.34,TCP,368682,337,209,213.19294649389298,66481.5707756817,2376.8588824329,26214.774882754184,1200.7732940578512,2023-01-01 00:11:32,BENIGN
192.168.1.32,10.0.0.48,TCP,787456,489,93,303.06595176450753,31072.862889053387,2274.6294902840377,20413.930429547367,24729.817973881087,2023-01-01 00:11:33,DDoS
